time	V(vout)	V(n002)
Step Information: X=1  (Run: 1/5)
2.855123614684631e-03	-1.429578e-01	2.982016e-01
2.875123614684630e-03	-1.446250e-01	2.970112e-01
2.895123614684629e-03	-1.449692e-01	2.958255e-01
2.915123614684628e-03	-1.447660e-01	2.946445e-01
2.935123614684627e-03	-1.443411e-01	2.934683e-01
2.955123614684627e-03	-1.438273e-01	2.922968e-01
2.980000000000000e-03	-1.431439e-01	2.908451e-01
2.999999999999999e-03	-1.425794e-01	2.896834e-01
3.000010000000001e-03	-1.425774e-01	2.656232e-01
3.000030000000001e-03	-1.425644e-01	1.941829e-01
3.000059999999999e-03	-1.425039e-01	4.770627e-02
3.000099999999999e-03	-1.423593e-01	-1.761866e-01
3.000104000000000e-03	-1.423327e-01	-1.961151e-01
3.000111999999999e-03	-1.422745e-01	-2.283864e-01
3.000127999999998e-03	-1.421390e-01	-2.682709e-01
3.000154768398395e-03	-1.418753e-01	-2.982682e-01
3.000183809931396e-03	-1.415541e-01	-3.080921e-01
3.000221095855064e-03	-1.411124e-01	-3.100360e-01
3.000274710931963e-03	-1.404596e-01	-3.103037e-01
3.001883163238909e-03	-1.214918e-01	-3.102087e-01
3.003598845699652e-03	-1.029142e-01	-3.101022e-01
3.007030210621136e-03	-7.020620e-02	-3.098893e-01
3.013892940464103e-03	-1.589356e-02	-3.094639e-01
3.020321763340585e-03	2.419127e-02	-3.090661e-01
3.026742731877311e-03	5.420155e-02	-3.086692e-01
3.034235767765594e-03	7.987604e-02	-3.082069e-01
3.043902856735493e-03	1.030509e-01	-3.076116e-01
3.055291197611547e-03	1.207983e-01	-3.069118e-01
3.069065585425856e-03	1.334804e-01	-3.060676e-01
3.085179158017027e-03	1.413203e-01	-3.050830e-01
3.105116960550304e-03	1.457546e-01	-3.038691e-01
3.125116960550303e-03	1.474144e-01	-3.026561e-01
3.145116960550302e-03	1.477410e-01	-3.014478e-01
3.165116960550302e-03	1.475241e-01	-3.002445e-01
3.185116960550301e-03	1.470872e-01	-2.990459e-01
3.205116960550300e-03	1.465619e-01	-2.978521e-01
3.230100000000000e-03	1.458617e-01	-2.963665e-01
3.250099999999999e-03	1.452862e-01	-2.951831e-01
3.250109420188160e-03	1.452845e-01	-2.733219e-01
3.250128260564481e-03	1.452710e-01	-2.060126e-01
3.250165941317124e-03	1.451926e-01	-2.082714e-02
3.250199999999998e-03	1.450669e-01	1.705341e-01
3.250203405868287e-03	1.450445e-01	1.880564e-01
3.250210217604861e-03	1.449960e-01	2.172173e-01
3.250223841078009e-03	1.448837e-01	2.546799e-01
3.250251088024309e-03	1.446213e-01	2.902044e-01
3.250278536221743e-03	1.443224e-01	3.019738e-01
3.250315584911657e-03	1.438864e-01	3.044316e-01
3.250363117865303e-03	1.433091e-01	3.048014e-01
3.251789106474640e-03	1.264041e-01	3.047233e-01
3.253310160991268e-03	1.096882e-01	3.046305e-01
3.256352270024521e-03	7.985157e-02	3.044451e-01
3.262436488091026e-03	2.957228e-02	3.040746e-01
3.268795004996338e-03	-1.240670e-02	3.036879e-01
3.275208332702308e-03	-4.471611e-02	3.032984e-01
3.281933988526702e-03	-6.986496e-02	3.028906e-01
3.291195992238108e-03	-9.455011e-02	3.023300e-01
3.301724399876308e-03	-1.133157e-01	3.016941e-01
3.315005511038176e-03	-1.277210e-01	3.008939e-01
3.329944730505446e-03	-1.366618e-01	2.999964e-01
3.348863759934286e-03	-1.420946e-01	2.988636e-01
3.368863759934285e-03	-1.444415e-01	2.976706e-01
3.388863759934285e-03	-1.450853e-01	2.964823e-01
3.408863759934284e-03	-1.450036e-01	2.952987e-01
3.428863759934283e-03	-1.446274e-01	2.941199e-01
3.448863759934282e-03	-1.441327e-01	2.929457e-01
3.480299999999999e-03	-1.432739e-01	2.911085e-01
3.500000000000000e-03	-1.427171e-01	2.899645e-01
3.500010000000001e-03	-1.427151e-01	2.659035e-01
3.500030000000001e-03	-1.427022e-01	1.944629e-01
3.500059999999999e-03	-1.426416e-01	4.798623e-02
3.500099999999999e-03	-1.424970e-01	-1.759068e-01
3.500104000000000e-03	-1.424704e-01	-1.958353e-01
3.500112000000000e-03	-1.424122e-01	-2.281066e-01
3.500127999999998e-03	-1.422767e-01	-2.679905e-01
3.500154771426695e-03	-1.420129e-01	-2.979896e-01
3.500183814691710e-03	-1.416917e-01	-3.078129e-01
3.500221105545553e-03	-1.412500e-01	-3.097563e-01
3.500274726457843e-03	-1.405971e-01	-3.100238e-01
3.501883353826507e-03	-1.216273e-01	-3.099288e-01
3.503599223019748e-03	-1.030479e-01	-3.098224e-01
3.507030961406230e-03	-7.033716e-02	-3.096097e-01
3.513894438179198e-03	-1.602335e-02	-3.091847e-01
3.520329210383900e-03	2.409228e-02	-3.087868e-01
3.526749757608316e-03	5.409512e-02	-3.083904e-01
3.534237479028240e-03	7.974695e-02	-3.079288e-01
3.543900401429181e-03	1.029111e-01	-3.073343e-01
3.555283581435916e-03	1.206537e-01	-3.066354e-01
3.569053510789733e-03	1.333368e-01	-3.057922e-01
3.585159574473314e-03	1.411786e-01	-3.048090e-01
3.605088672174964e-03	1.456159e-01	-3.035967e-01
3.625088672174964e-03	1.472788e-01	-3.023848e-01
3.645088672174963e-03	1.476071e-01	-3.011776e-01
3.665088672174962e-03	1.473913e-01	-2.999753e-01
3.685088672174961e-03	1.469551e-01	-2.987778e-01
3.705088672174960e-03	1.464305e-01	-2.975851e-01
3.730100000000000e-03	1.457301e-01	-2.960992e-01
3.750099999999999e-03	1.451552e-01	-2.949167e-01
3.750105626439945e-03	1.451548e-01	-2.856885e-01
3.750116879319837e-03	1.451520e-01	-2.545605e-01
3.750139385079617e-03	1.451371e-01	-1.626149e-01
3.750154988480438e-03	1.451148e-01	-8.450944e-02
3.750168793198356e-03	1.450832e-01	-8.667449e-03
3.750172390564164e-03	1.450720e-01	1.168311e-02
3.750185610536767e-03	1.450193e-01	8.783501e-02
3.750199999999999e-03	1.449420e-01	1.719801e-01
3.750202211755836e-03	1.449280e-01	1.843285e-01
3.750205160763617e-03	1.449083e-01	1.990920e-01
3.750211058779183e-03	1.448655e-01	2.231299e-01
3.750222854810314e-03	1.447681e-01	2.550912e-01
3.750246446872572e-03	1.445425e-01	2.872371e-01
3.750275795558117e-03	1.442257e-01	3.013515e-01
3.750310428016511e-03	1.438208e-01	3.045964e-01
3.750358494752800e-03	1.432379e-01	3.050522e-01
3.750451396326928e-03	1.421004e-01	3.050727e-01
3.751752018364737e-03	1.267008e-01	3.049917e-01
3.753238443550803e-03	1.103204e-01	3.049010e-01
3.756211293922937e-03	8.101089e-02	3.047196e-01
3.762156994667205e-03	3.149136e-02	3.043573e-01
3.768505448571248e-03	-1.085304e-02	3.039708e-01
3.774915752664192e-03	-4.357286e-02	3.035811e-01
3.781542194492206e-03	-6.871952e-02	3.031790e-01
3.790745763483563e-03	-9.367643e-02	3.026214e-01
3.801163410952976e-03	-1.126385e-01	3.019915e-01
3.814376136280134e-03	-1.273315e-01	3.011946e-01
3.829166588199564e-03	-1.364565e-01	3.003052e-01
3.847951022283996e-03	-1.420508e-01	2.991793e-01
3.867951022283996e-03	-1.445096e-01	2.979850e-01
3.887951022283995e-03	-1.452042e-01	2.967955e-01
3.907951022283994e-03	-1.451427e-01	2.956107e-01
3.927951022283993e-03	-1.447745e-01	2.944306e-01
3.947951022283992e-03	-1.442826e-01	2.932552e-01
3.967951022283991e-03	-1.437428e-01	2.920841e-01
4.000000000000000e-03	-1.428418e-01	2.902175e-01
4.000010000000002e-03	-1.428397e-01	2.661567e-01
4.000030000000002e-03	-1.428268e-01	1.947163e-01
4.000060000000000e-03	-1.427663e-01	4.823959e-02
4.000099999999999e-03	-1.426217e-01	-1.756535e-01
4.000104000000001e-03	-1.425951e-01	-1.955821e-01
4.000112000000000e-03	-1.425368e-01	-2.278534e-01
4.000127999999999e-03	-1.424014e-01	-2.677368e-01
4.000154774162473e-03	-1.421376e-01	-2.977375e-01
4.000183818991587e-03	-1.418164e-01	-3.075602e-01
4.000221114308814e-03	-1.413746e-01	-3.095031e-01
4.000274740491621e-03	-1.407216e-01	-3.097705e-01
4.001883525975802e-03	-1.217500e-01	-3.096756e-01
4.003599563825597e-03	-1.031690e-01	-3.095693e-01
4.007031639525187e-03	-7.045573e-02	-3.093567e-01
4.013895790924368e-03	-1.614086e-02	-3.089320e-01
4.020335944020580e-03	2.400263e-02	-3.085341e-01
4.026756110826334e-03	5.399875e-02	-3.081380e-01
4.034239008524180e-03	7.963005e-02	-3.076771e-01
4.043898157404496e-03	1.027845e-01	-3.070833e-01
4.055276652048918e-03	1.205227e-01	-3.063853e-01
4.069042543266736e-03	1.332068e-01	-3.055430e-01
4.085141793439977e-03	1.410504e-01	-3.045611e-01
4.105063005777711e-03	1.454903e-01	-3.033502e-01
4.125063005777710e-03	1.471560e-01	-3.021393e-01
4.145063005777709e-03	1.474860e-01	-3.009331e-01
4.165063005777708e-03	1.472711e-01	-2.997318e-01
4.185063005777707e-03	1.468356e-01	-2.985352e-01
4.205063005777707e-03	1.463115e-01	-2.973435e-01
4.230100000000001e-03	1.456111e-01	-2.958573e-01
4.250100000000000e-03	1.450366e-01	-2.946763e-01
4.250109999999998e-03	1.450346e-01	-2.706161e-01
4.250129999999998e-03	1.450216e-01	-1.991763e-01
4.250159999999999e-03	1.449611e-01	-5.269932e-02
4.250199999999999e-03	1.448165e-01	1.711959e-01
4.250204000000000e-03	1.447898e-01	1.911247e-01
4.250212000000000e-03	1.447316e-01	2.233963e-01
4.250227999999998e-03	1.445962e-01	2.632701e-01
4.250254822292368e-03	1.443318e-01	2.932992e-01
4.250283894637247e-03	1.440102e-01	3.031129e-01
4.250321268459218e-03	1.435674e-01	3.050472e-01
4.250374987384502e-03	1.429133e-01	3.053122e-01
4.251986555143042e-03	1.239097e-01	3.052182e-01
4.253705560752150e-03	1.053000e-01	3.051132e-01
4.257143571970368e-03	7.254294e-02	3.049034e-01
4.264019594406806e-03	1.820911e-02	3.044841e-01
4.270553630066155e-03	-2.241889e-02	3.040862e-01
4.276967257765267e-03	-5.229893e-02	3.036962e-01
4.284363242360627e-03	-7.756472e-02	3.032472e-01
4.293955760710014e-03	-1.005507e-01	3.026659e-01
4.305249683935516e-03	-1.182107e-01	3.019831e-01
4.318944235625365e-03	-1.309142e-01	3.011572e-01
4.334921070169917e-03	-1.387896e-01	3.001967e-01
4.354702768069499e-03	-1.432785e-01	2.990116e-01
4.374702768069498e-03	-1.449945e-01	2.978179e-01
4.394702768069497e-03	-1.453534e-01	2.966290e-01
4.414702768069496e-03	-1.451553e-01	2.954448e-01
4.434702768069496e-03	-1.447316e-01	2.942654e-01
4.454702768069495e-03	-1.442173e-01	2.930907e-01
4.480000000000001e-03	-1.435207e-01	2.916106e-01
4.500000000000001e-03	-1.429546e-01	2.904466e-01
4.500010000000002e-03	-1.429526e-01	2.663859e-01
4.500030000000002e-03	-1.429397e-01	1.949455e-01
4.500060000000000e-03	-1.428791e-01	4.846880e-02
4.500100000000000e-03	-1.427346e-01	-1.754244e-01
4.500104000000001e-03	-1.427079e-01	-1.953530e-01
4.500112000000001e-03	-1.426497e-01	-2.276243e-01
4.500127999999999e-03	-1.425143e-01	-2.675072e-01
4.500154776637719e-03	-1.422504e-01	-2.975094e-01
4.500183822882024e-03	-1.419292e-01	-3.073317e-01
4.500221122236688e-03	-1.414873e-01	-3.092741e-01
4.500274753188298e-03	-1.408343e-01	-3.095414e-01
4.501883681736620e-03	-1.218610e-01	-3.094465e-01
4.503599872188162e-03	-1.032786e-01	-3.093403e-01
4.507032253091247e-03	-7.056304e-02	-3.091278e-01
4.513897014897419e-03	-1.624721e-02	-3.087034e-01
4.520342033118015e-03	2.392148e-02	-3.083055e-01
4.526761856497537e-03	5.391154e-02	-3.079098e-01
4.534240378383687e-03	7.952423e-02	-3.074495e-01
4.543896111305276e-03	1.026699e-01	-3.068563e-01
4.555270354828417e-03	1.204042e-01	-3.061590e-01
4.569032590319221e-03	1.330891e-01	-3.053176e-01
4.585125661411376e-03	1.409343e-01	-3.043368e-01
4.605039733991040e-03	1.453768e-01	-3.031273e-01
4.625039733991039e-03	1.470450e-01	-3.019172e-01
4.645039733991038e-03	1.473764e-01	-3.007119e-01
4.665039733991037e-03	1.471623e-01	-2.995114e-01
4.685039733991037e-03	1.467274e-01	-2.983158e-01
4.705039733991036e-03	1.462039e-01	-2.971249e-01
4.730100000000001e-03	1.455033e-01	-2.956384e-01
4.750100000000000e-03	1.449293e-01	-2.944583e-01
4.750109999999998e-03	1.449273e-01	-2.703981e-01
4.750129999999998e-03	1.449144e-01	-1.989583e-01
4.750160000000000e-03	1.448538e-01	-5.248129e-02
4.750200000000000e-03	1.447092e-01	1.714139e-01
4.750204000000001e-03	1.446826e-01	1.913426e-01
4.750212000000000e-03	1.446243e-01	2.236142e-01
4.750227999999999e-03	1.444889e-01	2.634884e-01
4.750254819941232e-03	1.442246e-01	2.935162e-01
4.750283890942102e-03	1.439030e-01	3.033303e-01
4.750321260928562e-03	1.434602e-01	3.052650e-01
4.750374975322727e-03	1.428061e-01	3.055301e-01
4.751986407147642e-03	1.238041e-01	3.054361e-01
4.753705267760887e-03	1.051959e-01	3.053311e-01
4.757142988987377e-03	7.244091e-02	3.051211e-01
4.764018431440354e-03	1.810801e-02	3.047015e-01
4.770547913721973e-03	-2.249656e-02	3.043036e-01
4.776961854328278e-03	-5.238218e-02	3.039134e-01
4.784362176347069e-03	-7.766602e-02	3.034638e-01
4.793957961834541e-03	-1.006602e-01	3.028819e-01
4.805256111922764e-03	-1.183240e-01	3.021983e-01
4.818954162931058e-03	-1.310265e-01	3.013716e-01
4.834937090990758e-03	-1.389003e-01	3.004101e-01
4.854725640940104e-03	-1.433867e-01	2.992237e-01
4.874725640940103e-03	-1.451002e-01	2.980292e-01
4.894725640940102e-03	-1.454577e-01	2.968394e-01
4.914725640940101e-03	-1.452588e-01	2.956544e-01
4.934725640940101e-03	-1.448345e-01	2.944742e-01
4.954725640940100e-03	-1.443197e-01	2.932986e-01
4.980000000000002e-03	-1.436232e-01	2.918188e-01
4.999900000000002e-03	-1.430595e-01	2.906595e-01
5.000000000000001e-03	-1.430567e-01	2.906539e-01
Step Information: X=4  (Run: 4/5)
0.000000000000000e+00	-1.128718e-01	2.872656e-01
1.455031345409807e-09	-1.128718e-01	2.865319e-01
4.365094036229422e-09	-1.128717e-01	2.835294e-01
1.018521941786865e-08	-1.128714e-01	2.715538e-01
2.182547018114711e-08	-1.128693e-01	2.320830e-01
4.510597170770403e-08	-1.128555e-01	1.253923e-01
7.259531195971669e-08	-1.128166e-01	-2.197754e-02
9.999999999940612e-08	-1.127528e-01	-1.787208e-01
1.027404688026812e-07	-1.127441e-01	-1.936252e-01
1.082214064092313e-07	-1.127230e-01	-2.185106e-01
1.191832816258009e-07	-1.126751e-01	-2.531137e-01
1.411070320589403e-07	-1.125630e-01	-2.894409e-01
1.706664631388743e-07	-1.123903e-01	-3.076862e-01
2.025617749819297e-07	-1.121865e-01	-3.120235e-01
2.474289676340780e-07	-1.118865e-01	-3.126694e-01
3.251468262167878e-07	-1.113595e-01	-3.127257e-01
2.656682583659919e-06	-9.615511e-02	-3.125770e-01
5.143654058268471e-06	-8.127158e-02	-3.124215e-01
1.011759700748210e-05	-5.508443e-02	-3.121109e-01
2.006548290591284e-05	-1.160944e-02	-3.114905e-01
2.924845600492040e-05	2.000175e-02	-3.109188e-01
3.851729837193313e-05	4.390351e-02	-3.103429e-01
4.937951831257212e-05	6.442555e-02	-3.096695e-01
6.338157450404974e-05	8.288855e-02	-3.088036e-01
7.985223000827116e-05	9.694812e-02	-3.077883e-01
9.976535356505389e-05	1.070601e-01	-3.065651e-01
1.197653535650531e-04	1.126855e-01	-3.053413e-01
1.397653535650523e-04	1.155598e-01	-3.041223e-01
1.597653535650514e-04	1.169218e-01	-3.029083e-01
1.797653535650506e-04	1.174553e-01	-3.016990e-01
1.997653535650498e-04	1.175351e-01	-3.004947e-01
2.197653535650490e-04	1.173798e-01	-2.992945e-01
2.315999999999915e-04	1.172184e-01	-2.985863e-01
2.487999999997714e-04	1.169092e-01	-2.975609e-01
2.500999999999996e-04	1.168842e-01	-2.974831e-01
2.501100000000013e-04	1.168830e-01	-2.734241e-01
2.501300000000012e-04	1.168758e-01	-2.019859e-01
2.501599999999993e-04	1.168423e-01	-5.550924e-02
2.501999999999990e-04	1.167622e-01	1.683881e-01
2.502040000000004e-04	1.167475e-01	1.883174e-01
2.502119999999997e-04	1.167153e-01	2.205896e-01
2.502279999999982e-04	1.166403e-01	2.604579e-01
2.502548521537661e-04	1.164939e-01	2.905045e-01
2.502839415840299e-04	1.163159e-01	3.003120e-01
2.503213638886913e-04	1.160705e-01	3.022407e-01
2.503751407974125e-04	1.157078e-01	3.025042e-01
2.519884480590671e-04	1.050327e-01	3.024109e-01
2.537093091381643e-04	9.430662e-02	3.023068e-01
2.571510312963619e-04	7.470659e-02	3.020988e-01
2.640344756127538e-04	4.085385e-02	3.016831e-01
2.730525615372813e-04	4.592500e-03	3.011394e-01
2.822358219521023e-04	-2.427127e-02	3.005867e-01
2.910448339303318e-04	-4.514322e-02	3.000576e-01
3.030189958814662e-04	-6.583824e-02	2.993399e-01
3.169086853784149e-04	-8.245441e-02	2.985097e-01
3.345123103257949e-04	-9.582375e-02	2.974608e-01
3.543144405037911e-04	-1.046994e-01	2.962852e-01
3.743144405037903e-04	-1.095773e-01	2.951024e-01
3.943144405037895e-04	-1.120525e-01	2.939243e-01
4.143144405037887e-04	-1.132029e-01	2.927510e-01
4.343144405037878e-04	-1.136274e-01	2.915823e-01
4.543144405037870e-04	-1.136545e-01	2.904183e-01
4.743144405037862e-04	-1.134824e-01	2.892581e-01
4.800000000000013e-04	-1.134050e-01	2.889292e-01
4.917288810075519e-04	-1.132138e-01	2.882521e-01
5.000000000000004e-04	-1.130647e-01	2.877754e-01
5.000099999999986e-04	-1.130635e-01	2.637151e-01
5.000299999999985e-04	-1.130563e-01	1.922754e-01
5.000600000000001e-04	-1.130228e-01	4.579932e-02
5.000999999999999e-04	-1.129428e-01	-1.780934e-01
5.001040000000012e-04	-1.129280e-01	-1.980222e-01
5.001120000000005e-04	-1.128959e-01	-2.302938e-01
5.001279999999990e-04	-1.128209e-01	-2.701829e-01
5.001547473607870e-04	-1.126752e-01	-3.001675e-01
5.001837768798742e-04	-1.124976e-01	-3.099949e-01
5.002210282870345e-04	-1.122534e-01	-3.119423e-01
5.002746033169157e-04	-1.118921e-01	-3.122109e-01
5.018818542133173e-04	-1.012571e-01	-3.121156e-01
5.035962551694813e-04	-9.056886e-02	-3.120086e-01
5.070250570818093e-04	-7.103194e-02	-3.117946e-01
5.138826609064617e-04	-3.727941e-02	-3.113673e-01
5.229081747138604e-04	-9.510884e-04	-3.108056e-01
5.320885585424415e-04	2.793678e-02	-3.102354e-01
5.409019258663904e-04	4.878991e-02	-3.096890e-01
5.533267908957099e-04	7.014289e-02	-3.089205e-01
5.673850499762004e-04	8.674988e-02	-3.080533e-01
5.854758142008996e-04	1.001671e-01	-3.069410e-01
6.054758142008988e-04	1.088488e-01	-3.057158e-01
6.254758142008980e-04	1.135210e-01	-3.044953e-01
6.454758142008972e-04	1.158692e-01	-3.032798e-01
6.654758142008964e-04	1.169433e-01	-3.020691e-01
6.854758142008956e-04	1.173193e-01	-3.008632e-01
7.054758142008948e-04	1.173134e-01	-2.996622e-01
7.254758142008939e-04	1.171174e-01	-2.984650e-01
7.301000000000009e-04	1.170500e-01	-2.981889e-01
7.424483715981964e-04	1.168380e-01	-2.974533e-01
7.501000000000001e-04	1.166938e-01	-2.969982e-01
7.501100000000017e-04	1.166927e-01	-2.729390e-01
7.501300000000016e-04	1.166855e-01	-2.015006e-01
7.501599999999997e-04	1.166519e-01	-5.502398e-02
7.501999999999995e-04	1.165719e-01	1.688731e-01
7.502040000000008e-04	1.165571e-01	1.888024e-01
7.502120000000001e-04	1.165249e-01	2.210746e-01
7.502279999999986e-04	1.164500e-01	2.609439e-01
7.502548469263785e-04	1.163036e-01	2.909874e-01
7.502839333688588e-04	1.161256e-01	3.007959e-01
7.503213471439889e-04	1.158803e-01	3.027255e-01
7.503751139795525e-04	1.155176e-01	3.029893e-01
7.519881190464137e-04	1.048446e-01	3.028959e-01
7.537086577844021e-04	9.412029e-02	3.027917e-01
7.571497352603755e-04	7.452337e-02	3.025833e-01
7.640318902123258e-04	4.067555e-02	3.021671e-01
7.730503240757115e-04	4.410857e-03	3.016225e-01
7.822334427997346e-04	-2.445420e-02	3.010689e-01
7.910426693837243e-04	-4.532521e-02	3.005389e-01
8.030397715375337e-04	-6.605394e-02	2.998187e-01
8.169380392539401e-04	-8.266972e-02	2.989866e-01
8.345663574530690e-04	-9.604166e-02	2.979347e-01
8.543797467095195e-04	-1.049078e-01	2.967564e-01
8.743797467095187e-04	-1.097750e-01	2.955718e-01
8.943797467095178e-04	-1.122436e-01	2.943919e-01
9.143797467095170e-04	-1.133900e-01	2.932166e-01
9.343797467095162e-04	-1.138120e-01	2.920461e-01
9.543797467095154e-04	-1.138374e-01	2.908802e-01
9.743797467095146e-04	-1.136641e-01	2.897182e-01
9.800000000000017e-04	-1.135873e-01	2.893925e-01
9.918594934190082e-04	-1.133934e-01	2.887068e-01
1.000000000000001e-03	-1.132462e-01	2.882369e-01
1.000009999999999e-03	-1.132451e-01	2.641767e-01
1.000029999999999e-03	-1.132379e-01	1.927370e-01
1.000060000000001e-03	-1.132044e-01	4.626092e-02
1.000100000000000e-03	-1.131244e-01	-1.776320e-01
1.000104000000002e-03	-1.131096e-01	-1.975608e-01
1.000112000000001e-03	-1.130774e-01	-2.298325e-01
1.000127999999999e-03	-1.130025e-01	-2.697206e-01
1.000154752351039e-03	-1.128567e-01	-2.997081e-01
1.000183784723736e-03	-1.126791e-01	-3.095346e-01
1.000221044266204e-03	-1.124348e-01	-3.114811e-01
1.000274628906637e-03	-1.120735e-01	-3.117495e-01
1.001882168119587e-03	-1.014366e-01	-3.116542e-01
1.003596876613399e-03	-9.074653e-02	-3.115473e-01
1.007026293601023e-03	-7.120661e-02	-3.113337e-01
1.013885127576275e-03	-3.744931e-02	-3.109069e-01
1.022910265820045e-03	-1.124253e-03	-3.103461e-01
1.032090788321335e-03	2.776249e-02	-3.097767e-01
1.040903945624880e-03	4.861646e-02	-3.092311e-01
1.053307800425899e-03	6.993893e-02	-3.084651e-01
1.067358198615118e-03	8.654638e-02	-3.075996e-01
1.085426161361310e-03	9.996104e-02	-3.064904e-01
1.105426161361309e-03	1.086547e-01	-3.052669e-01
1.125426161361309e-03	1.133356e-01	-3.040483e-01
1.145426161361308e-03	1.156888e-01	-3.028345e-01
1.165426161361307e-03	1.167659e-01	-3.016256e-01
1.185426161361306e-03	1.171440e-01	-3.004215e-01
1.205426161361305e-03	1.171394e-01	-2.992222e-01
1.225426161361304e-03	1.169445e-01	-2.980268e-01
1.230100000000001e-03	1.168765e-01	-2.977482e-01
1.242547677277377e-03	1.166632e-01	-2.970077e-01
1.250100000000001e-03	1.165211e-01	-2.965592e-01
1.250110000000002e-03	1.165200e-01	-2.724999e-01
1.250130000000002e-03	1.165128e-01	-2.010615e-01
1.250160000000000e-03	1.164792e-01	-5.458490e-02
1.250200000000000e-03	1.163992e-01	1.693120e-01
1.250204000000001e-03	1.163844e-01	1.892412e-01
1.250212000000001e-03	1.163522e-01	2.215134e-01
1.250227999999999e-03	1.162773e-01	2.613837e-01
1.250254842194837e-03	1.161310e-01	2.914243e-01
1.250283925932780e-03	1.159530e-01	3.012338e-01
1.250321331989407e-03	1.157077e-01	3.031642e-01
1.250375089707358e-03	1.153451e-01	3.034282e-01
1.251987821245932e-03	1.046738e-01	3.033347e-01
1.253708068220408e-03	9.395129e-02	3.032304e-01
1.257148562169363e-03	7.435722e-02	3.030218e-01
1.264029550067269e-03	4.051391e-02	3.026050e-01
1.273048301261223e-03	4.246257e-03	3.020596e-01
1.282231291509596e-03	-2.461990e-02	3.015052e-01
1.291040712579041e-03	-4.549002e-02	3.009744e-01
1.303058558710709e-03	-6.624918e-02	3.002520e-01
1.316964583286406e-03	-8.286457e-02	2.994182e-01
1.334615240137824e-03	-9.623882e-02	2.983634e-01
1.354438820947327e-03	-1.050964e-01	2.971829e-01
1.374438820947326e-03	-1.099539e-01	2.959965e-01
1.394438820947325e-03	-1.124165e-01	2.948149e-01
1.414438820947325e-03	-1.135593e-01	2.936380e-01
1.434438820947324e-03	-1.139790e-01	2.924657e-01
1.454438820947323e-03	-1.140029e-01	2.912982e-01
1.474438820947322e-03	-1.138285e-01	2.901345e-01
1.480000000000002e-03	-1.137523e-01	2.898118e-01
1.491977641894623e-03	-1.135559e-01	2.891183e-01
1.500000000000001e-03	-1.134105e-01	2.886550e-01
1.500010000000000e-03	-1.134094e-01	2.645945e-01
1.500029999999999e-03	-1.134022e-01	1.931547e-01
1.500060000000001e-03	-1.133686e-01	4.667859e-02
1.500100000000001e-03	-1.132886e-01	-1.772146e-01
1.500104000000002e-03	-1.132739e-01	-1.971434e-01
1.500112000000001e-03	-1.132417e-01	-2.294151e-01
1.500128000000000e-03	-1.131668e-01	-2.693022e-01
1.500154756867371e-03	-1.130210e-01	-2.992925e-01
1.500183791822846e-03	-1.128433e-01	-3.091181e-01
1.500221058724664e-03	-1.125990e-01	-3.110638e-01
1.500274652063694e-03	-1.122376e-01	-3.113320e-01
1.501882452234621e-03	-1.015990e-01	-3.112368e-01
1.503597439083609e-03	-9.090730e-02	-3.111300e-01
1.507027412781584e-03	-7.136466e-02	-3.109166e-01
1.513887360177536e-03	-3.760303e-02	-3.104903e-01
1.522912160645470e-03	-1.280932e-03	-3.099303e-01
1.532092808476628e-03	2.760478e-02	-3.093616e-01
1.540905775933018e-03	4.845952e-02	-3.088169e-01
1.553290585780433e-03	6.975432e-02	-3.080530e-01
1.567333858619208e-03	8.636219e-02	-3.071891e-01
1.585381160500800e-03	9.977449e-02	-3.060826e-01
1.605381160500800e-03	1.084791e-01	-3.048608e-01
1.625381160500799e-03	1.131678e-01	-3.036438e-01
1.645381160500798e-03	1.155255e-01	-3.024316e-01
1.665381160500797e-03	1.166055e-01	-3.012243e-01
1.685381160500796e-03	1.169853e-01	-3.000218e-01
1.705381160500796e-03	1.169821e-01	-2.988241e-01
1.725381160500795e-03	1.167880e-01	-2.976303e-01
1.730100000000002e-03	1.167196e-01	-2.973494e-01
1.742637678998397e-03	1.165050e-01	-2.966046e-01
1.750100000000001e-03	1.163649e-01	-2.961619e-01
1.750110000000003e-03	1.163637e-01	-2.721027e-01
1.750130000000003e-03	1.163565e-01	-2.006642e-01
1.750160000000001e-03	1.163230e-01	-5.418760e-02
1.750200000000000e-03	1.162429e-01	1.697091e-01
1.750204000000002e-03	1.162282e-01	1.896383e-01
1.750212000000001e-03	1.161960e-01	2.219105e-01
1.750228000000000e-03	1.161211e-01	2.617816e-01
1.750254837912909e-03	1.159747e-01	2.918197e-01
1.750283919203260e-03	1.157968e-01	3.016300e-01
1.750321318275041e-03	1.155515e-01	3.035612e-01
1.750375067742005e-03	1.151890e-01	3.038254e-01
1.751987551750968e-03	1.045194e-01	3.037318e-01
1.753707534693859e-03	9.379838e-02	3.036273e-01
1.757147500579641e-03	7.420687e-02	3.034185e-01
1.764027432351208e-03	4.036766e-02	3.030012e-01
1.773046472302843e-03	4.097316e-03	3.024551e-01
1.782229346160302e-03	-2.476984e-02	3.019000e-01
1.791038943425052e-03	-4.563916e-02	3.013685e-01
1.803075525105249e-03	-6.642579e-02	3.006440e-01
1.816988555611014e-03	-8.304083e-02	2.998087e-01
1.834659395985327e-03	-9.641714e-02	2.987513e-01
1.854492190275867e-03	-1.052670e-01	2.975687e-01
